fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,color
-0.3953683897402892,-0.9598772033637624,1.0639271017701109,1.4808935537901915,-0.18222344187635914,1.3984003942961578,0.6608379775814321,1.3516974114806373,1.9830402814802057,2.2530835342441025,-0.19789133110084717,0.4470866002977665
-0.061336639431918714,-0.6418777277067537,0.28236450614047515,-0.5553978845619044,-0.9344770825288539,-0.43799283705452724,0.016012215954019974,-1.4032567528167947,-0.552187307841934,-1.1010823912631464,1.4932378868848144,0.4470866002977665
-0.952087973587572,0.4711204370927765,1.3244479669799898,1.7540546003983994,-0.3558204358730885,1.9049916305308296,1.755087754888556,1.1559902850551498,-0.3520377613165032,0.7050069532407564,-0.7897865573958297,0.4470866002977665
-0.17268055620137587,-1.0393770722780147,-0.23867722427928223,-0.9527230432647524,-1.2238054058567367,0.06859839918014449,-0.15984935539891063,-1.1435684504444656,-0.48547079233345813,-0.49905260976184534,0.309447434294851,0.4470866002977665
0.1613511941069936,0.5506203060070287,0.8034062365602325,-0.6795619966565444,-0.3558204358730885,1.4617242988254917,1.5792261835356254,-0.8123717749551597,-1.2860689784351873,-0.06903133726091613,0.6476732778919837,0.4470866002977665
-0.5067123065097453,0.31212069926427205,0.021843640930596212,1.3070637968576952,1.2065525100974779,1.7150199169428277,0.9734807710977532,1.1258814963743151,-0.2853212458080243,-0.15503559176110207,-1.043455940093678,0.4470866002977665
-1.0634318903570281,-0.5623778587925017,0.19552421773718215,-0.6050635293997605,-1.281671070522313,0.005274494650810516,-0.6874340694577025,-1.4258383443274103,-0.6189038233504129,-0.06903133726091613,0.5631168169927009,0.4470866002977665
-0.17268055620137587,-1.0393770722780147,-0.8465592431023328,0.1150883207491516,0.2807018754482531,0.19524620823881242,-0.3161707521570712,0.19627264585315485,0.515276940293702,-0.6710611187622172,-1.043455940093678,0.4470866002977665
1.163446445032103,2.1406176842920717,-0.23867722427928223,-0.4312337724672644,1.0329555161007482,-0.6279645506425292,-0.12076900620937049,1.2688982426083109,-0.01845518377411456,0.2749856807398276,-1.043455940093678,-2.2367031338760426
0.3840390276459069,0.6301201749212809,0.5428853713503535,-0.9527230432647524,-0.2979547712075123,0.32189401729748035,-0.14030918080414057,-1.1021688660083233,1.1157255798700003,-0.24103984626128802,1.7469072695826628,0.4470866002977665
-0.6180562232792015,-0.40337812096399717,1.0639271017701109,1.9030515349119674,-0.8766114178632773,2.094963344118831,2.1458912467839575,1.3065342284593644,-0.9524864008927987,-1.1010823912631464,-1.4662382445900934,0.4470866002977665
-0.5067123065097453,0.153120961435768,0.6297256597536466,-0.6050635293997605,-0.06649211254520598,-0.05804940987852345,0.5435969300128118,-1.6140182735827207,-0.3520377613165032,-0.6710611187622172,1.7469072695826628,0.4470866002977665
-0.6180562232792015,1.3058690606924241,-2.1491635691517263,-0.9775558656836805,-1.050208411860007,-1.3878514049945367,0.21141396190172065,-1.3279847811146874,-1.6863680714860492,-1.8751206817648194,0.14033451249628545,0.4470866002977665
-1.5088075574348547,-1.0393770722780147,0.021843640930596212,-0.8533917535890405,-0.5872830945353948,-0.944584073289199,-0.7069742440524726,-0.5752650640935297,0.7821430023276118,0.6190026987405703,-0.45156071379869706,0.4470866002977665
-1.2861197238959414,-0.5623778587925017,-0.23867722427928223,-0.8782245760079684,-0.5872830945353948,0.5751896354148163,-0.863295640810633,-2.5662087156144544,-0.8190533698758439,-1.8751206817648194,2.761584800374061,0.4470866002977665
-0.17268055620137587,-0.5623778587925017,0.28236450614047515,-0.08357425860227258,-0.9344770825288539,0.3852179218268143,0.2895746602808009,-0.4623571065403268,-0.15188821479106943,-1.0150781367629604,-0.028778409302281614,0.4470866002977665
0.6067268611848202,-0.005878776392736454,1.7586494089964544,2.4493736281283836,-0.5294174298698182,1.9683155350601635,1.6378467073199356,1.6076221152678358,-1.0859194319097536,0.7910112077409422,-0.9588994791943952,0.4470866002977665
-0.3953683897402892,0.39162056817852425,-0.15183693587598973,-0.8285589311701125,-1.5709993938501956,-0.43799283705452724,-0.6874340694577025,-1.6102546749975901,1.2491586108869552,0.8770154622411283,1.4932378868848144,0.4470866002977665
-0.3953683897402892,-1.277876679020771,0.28236450614047515,0.04058985349236742,0.39643320477940625,0.19524620823881242,0.09417291433310024,0.10218268122552057,0.9155760333445666,-0.7570653732624032,-0.8743430182951124,0.4470866002977665
-0.7294001400486586,-0.9598772033637624,0.10868392933388919,-0.5305650621429765,-0.12435777721078256,-0.8179362642305311,-0.7851349424315528,-1.3166939853593378,-2.019950649028438,-0.32704410076147394,0.3517256647444932,0.4470866002977665
0.6067268611848202,-0.6418777277067537,0.4560450829470606,0.5124134794519994,-0.703014423866548,0.7651613490028182,0.7976191997448226,-0.04836126217869424,-1.2193524629267085,-1.6171079182642616,0.309447434294851,0.4470866002977665
-0.28402447297083205,-0.5623778587925017,0.10868392933388919,1.0090699278305595,-1.4552680645190428,-0.6912884551718631,-0.21846987918322083,-0.49246589522120315,0.7821430023276118,-1.3590951547637042,1.66235080868338,0.4470866002977665
0.8294146947237335,-0.2841283175926188,-0.06499664747269676,-0.9775558656836805,-0.5294174298698182,-0.7546123597011971,-0.8828358154054031,-0.7258090074977445,-1.4195020094521422,0.4469941897401995,0.055778051597001166,0.4470866002977665
-0.5067123065097453,0.9083697161211634,0.8034062365602325,2.0272156470066074,-0.5872830945353948,1.7783438214721616,2.3608331673264282,1.4947141577146748,0.048261331734361396,0.5329984442403845,-1.3816817836908106,0.4470866002977665
0.27269511087645076,2.4586171599490805,-2.1491635691517263,-0.6050635293997605,1.7273434920876665,-0.881260168759865,-0.7069742440524726,1.3291158199700217,1.9163237659717267,0.18898142623964168,-0.7897865573958297,-2.2367031338760426
-0.7294001400486586,1.5841186018923068,-1.5412815503286759,-0.6547291742376166,1.6116121627565132,-0.12137331440785742,-1.5667419262223554,0.6817768633318061,1.3158751263954314,2.0810750252437304,0.309447434294851,-2.2367031338760426
-1.7314953909737671,-0.08537864530698869,-0.06499664747269676,-0.9278902208458244,-1.1080740765255834,-0.3746689325251933,-0.5311126726995419,-2.4495371594762045,0.5819934558021809,-0.9290738822627745,2.507915417676211,0.4470866002977665
0.050007277337537445,1.9021180775493158,-2.236003857555019,0.7607417036412795,-0.703014423866548,-0.7546123597011971,0.8562397235291329,-0.4661207051254572,0.24841087825979224,-0.4130483552616594,1.3241249650862474,0.4470866002977665
1.2747903618015592,-0.9598772033637624,0.8034062365602325,-1.0023886881026083,-0.6451487592009714,2.664878484882837,1.168882517045454,-0.4999930923913805,-1.0859194319097536,-1.4450994092638898,-0.5361171746979798,0.4470866002977665
